iso2,GEOLEVEL2,rwi_weight,geolev2,rwi,country,pop_sum
PA,591004010,-0.33910042458310935,591004010,-1.8471114572813576,Panama,52626.10805967432
PA,591004011,-0.2785590927942211,591004011,-1.7228204802215028,Panama,48692.43741020965
PA,591004012,0.1102379108555631,591004012,-0.6318678992787642,Panama,39104.41608873545
PA,591004013,0.32986261476463186,591004013,0.36863183886978795,Panama,29833.918461023535
PA,591004014,0.3354054483226599,591004014,0.36863183886978795,Panama,23302.03069411661
PA,591004015,-0.3023041033152167,591004015,-1.6672265917533904,Panama,24978.735944460353
PA,591005001,-0.394657080066186,591005001,-1.4027183226631217,Panama,64450.18462284809
PA,591006001,0.8029024968200573,591006001,0.7158007470200105,Panama,55060.52000549854
PA,591006002,-0.22157404737790198,591006002,-1.058410899711042,Panama,33733.48077848202
PA,591006003,0.05815747401290619,591006003,-0.4900348311889296,Panama,29757.91497429016
PA,591007001,0.5071576306214723,591007001,0.3375089111030928,Panama,40792.0849582526
PA,591007002,-0.13737139546221727,591007002,-0.6301976085254146,Panama,28236.855420596978
PA,591007003,0.24533529935207304,591007003,-0.018696362907554363,Panama,27221.08684054971
PA,591008001,1.0719851707326478,591008001,0.7264023275890523,Panama,1323766.549973754
PA,591008002,0.8109304907981453,591008002,0.4626141442789084,Panama,253534.6680390735
PA,591008003,0.7904337808641569,591008003,0.2589345215020027,Panama,181676.2170818932
PA,591008004,0.07223797494303809,591008004,-0.7531934728351191,Panama,65961.79056006753
PA,591008005,-0.02884994526719194,591008005,-0.7531934728351191,Panama,57726.64421632939
PA,591008006,0.3427657760497457,591008006,-0.1642215559017377,Panama,25438.5596322874
RW,646001001,0.9992314284742163,646001001,2.145634825728508,Rwanda,357511.5023185001
RW,646001002,0.7688358742678999,646001002,1.7178349766069811,Rwanda,606983.749738464
RW,646001003,1.063613881244869,646001003,2.1467807062472204,Rwanda,356244.0000987521
RW,646002001,-0.09287492655070975,646002001,-0.8322083726368988,Rwanda,367045.5065514381
RW,646002002,-0.19008338714876655,646002002,-0.923164831854878,Rwanda,380960.1139282328
RW,646002003,-0.10883421381694033,646002003,-1.0572675549440915,Rwanda,334397.86901419674
RW,646002004,0.03706936557513412,646002004,-0.5574141150212581,Rwanda,350040.8992554529
RW,646002005,-0.07094886547316681,646002005,-1.0572675549440915,Rwanda,374119.8520920347
RW,646002006,-0.07069750004345335,646002006,-0.8322083726368988,Rwanda,350185.7349890575
RW,646002007,0.1045757886267778,646002007,-0.8322083726368988,Rwanda,336455.1777834651
RW,646002008,-0.06453253885209473,646002008,-0.546070391263043,Rwanda,376968.8020328286
RW,646003001,-0.05246676490280608,646003001,-0.8322083726368988,Rwanda,347649.34498912795
RW,646003002,-0.11583332846797073,646003002,-0.903437252975037,Rwanda,346206.59398506477
RW,646003003,0.377236531781413,646003003,0.3205885302831856,Rwanda,475144.10839505406
RW,646003004,-0.07606132633434934,646003004,-0.5319357556559893,Rwanda,317800.1215693278
RW,646003005,-0.055495912593009046,646003005,-0.903437252975037,Rwanda,352152.77734705445
RW,646003006,0.0786539796023206,646003006,-0.042590831973324215,Rwanda,440419.43828851054
RW,646003007,-0.060644885169717576,646003007,-0.2925829508722089,Rwanda,415213.1494344047
RW,646004001,0.03831934443929674,646004001,-0.5168055457512553,Rwanda,296787.2353958856
RW,646004002,-0.05901863077884646,646004002,-0.7524695528321254,Rwanda,335663.10940922966
RW,646004003,0.28067977319177706,646004003,0.19455376673196587,Rwanda,411560.2782552319
RW,646004004,-0.09310624697551717,646004004,-0.2676500142805171,Rwanda,365445.17863704194
RW,646004005,0.027299682458008824,646004005,-0.3068765733487963,Rwanda,430149.3951058057
RW,646005001,0.0869403175506048,646005001,0.16965213946914826,Rwanda,347094.68229665793
RW,646005002,-0.041183222870804316,646005002,0.14696157754219846,Rwanda,585573.8855269175
