approach,r2,rmse
xgb_geo_fb_no_satellite,0.4978169016650746,0.2389978844014821
xgb_geo_fb_no_satellite,0.4742931438954199,0.5389221473856488
xgb_geo_fb_no_satellite,0.55499451277035,0.5348361983483975
xgb_geo_fb_no_satellite,0.5398961874062983,0.460122357591514
xgb_geo_fb_no_satellite,0.5026298582081885,0.5605569433537846
xgb_geo_fb_no_satellite,0.4631768579233407,0.5481975168829761
xgb_geo_fb_no_satellite,0.7858845994824556,0.3051154722768412
xgb_geo_fb_no_satellite,0.522787527496928,0.4476187406355622
xgb_geo_fb_no_satellite,0.7547893953540691,0.3755636868957725
xgb_geo_fb_no_satellite,0.4710869289330245,0.3669664259844395
xgb_geo_fb_no_satellite,0.46055435990539,0.4391539736599199
xgb_geo_fb_no_satellite,0.3972407781721159,0.6033566780753585
xgb_geo_fb_no_satellite,0.588503229040175,0.4356012152852577
xgb_geo_fb_no_satellite,0.6067590799065371,0.3065115559983195
xgb_geo_fb_no_satellite,0.7677672735154453,0.430151134206664
xgb_geo_fb_no_satellite,0.4651549759270152,0.4309911569934571
xgb_geo_fb_no_satellite,0.3763320013772375,0.3764938839194135
xgb_geo_fb_no_satellite,0.5671089664166055,0.3986216998610748
xgb_geo_fb_no_satellite,0.539051343654462,0.4784743594242656
xgb_geo_fb_no_satellite,0.6137185928287486,0.4449230247865377
xgb_geo_fb_no_satellite,0.3862345082293951,0.433392964454859
xgb_geo_fb_no_satellite,0.4999484386233449,0.5910041844815562
xgb_geo_fb_no_satellite,0.2956695692471313,0.683436461908339
xgb_geo_fb_no_satellite,0.5853743912694119,0.4694632114456966
